Na:Bi,F:Bi,Crystal_Type
-0.7646218069517106,-0.2612453349080473,0
0.17991101340040241,-0.7703388080621908,1
0.7196440536016098,-0.5157920714851191,0
0.17991101340040241,0.7569416114002397,0
-0.6296885469014086,0.7569416114002397,1
2.338843174205232,0.7569416114002397,0
0.7196440536016098,-0.6430654397736549,0
-0.8320884369768614,-0.7703388080621908,0
-0.6296885469014086,-0.7703388080621908,0
-0.8320884369768614,0.2478481382460962,0
-0.4947552868511068,-0.8976121763507267,0
-0.35982202680080494,-0.6430654397736549,1
-0.7646218069517106,1.7751285577085267,0
-0.35982202680080494,-1.0248855446392626,0
-0.4947552868511068,0.2478481382460962,0
-0.8320884369768614,-0.6430654397736549,0
-0.7646218069517106,-0.6430654397736549,0
-0.6296885469014086,-0.2612453349080473,1
-0.35982202680080494,1.7751285577085267,0
2.338843174205232,0.2478481382460962,0
0.7196440536016098,1.7751285577085267,0
-0.35982202680080494,-0.8976121763507267,0
-0.4947552868511068,-0.7703388080621908,0
-0.8320884369768614,0.7569416114002397,0
0.17991101340040241,1.7751285577085267,0
0.7196440536016098,0.7569416114002397,0
-0.4947552868511068,-0.5157920714851191,1
-0.35982202680080494,-0.5157920714851191,1
-0.8320884369768614,-0.5157920714851191,0
2.338843174205232,-0.8976121763507267,0
-0.6296885469014086,-0.5157920714851191,1
0.7196440536016098,-0.2612453349080473,0
-0.4947552868511068,1.7751285577085267,0
0.7196440536016098,-1.0248855446392626,0
-0.8320884369768614,-0.8976121763507267,0
2.338843174205232,-0.7703388080621908,1
-0.35982202680080494,0.7569416114002397,0
-0.7646218069517106,0.7569416114002397,0
-0.6296885469014086,0.2478481382460962,1
2.338843174205232,-0.2612453349080473,0
-0.35982202680080494,-0.7703388080621908,1
-0.7646218069517106,2.7933155040168134,0
0.17991101340040241,-0.8976121763507267,0
-0.6296885469014086,1.7751285577085267,0
0.17991101340040241,-0.2612453349080473,0
0.7196440536016098,-0.7703388080621908,1
-0.35982202680080494,-0.2612453349080473,0
-0.8320884369768614,2.7933155040168134,0
-0.4947552868511068,-0.6430654397736549,1
2.338843174205232,-0.5157920714851191,0
-0.4947552868511068,0.7569416114002397,0
2.338843174205232,-1.0248855446392626,0
-0.7646218069517106,-0.5157920714851191,0
-0.35982202680080494,0.2478481382460962,0
0.17991101340040241,-1.0248855446392626,0
-0.7646218069517106,-0.8976121763507267,0
-0.8320884369768614,-0.2612453349080473,0
